,feature,gender
1930049,sabeeha kpk,0
1930050,huzaifa kpk,0
1930053,ismat kpk,0
1930055,rohi kpk,0
1930056,shereen kpk,0
1930065,nisar kpk,0
1930078,hummaira punjab,0
1930082,shouket punjab,0
1930092,mehtab punjab,0
1930112,muhamamd punjab,0
1930124,bakht punjab,0
1930127,faqeer punjab,0
1930130,baddar punjab,0
1930152,shamshaad punjab,0
1930158,sunia punjab,0
1930159,tarranum punjab,0
1930180,mamuna punjab,0
1930185,narjisbatool punjab,0
1930193,sumrana punjab,0
1930203,irfana punjab,0
1930206,khalidah punjab,0
1930211,fouqia punjab,0
1930221,neelma punjab,0
1930224,raina punjab,0
1930251,moqudassa punjab,0
1930266,tehreen punjab,0
1930269,zubiya punjab,0
1930272,asmarah punjab,0
1930279,tahmeena punjab,0
1930285,shamalla punjab,0
1930289,sidar punjab,0
1930292,zarin punjab,0
1930294,palvasha punjab,0
1930299,urooj kpk,0
1930300,adiba kpk,0
1930302,fakhar kpk,0
1930308,shahista kpk,0
1930313,sabahat kpk,0
1930318,rafaqat kpk,0
1930320,sania kpk,0
1930323,safina kpk,0
1930325,toheed kpk,0
1930329,azia punjab,0
1930330,arwa punjab,0
1930341,nabgha punjab,0
1930358,haya punjab,0
1930361,sherish punjab,0
1930363,areeshachudhary islamabad,0
1930364,khadija islamabad,0
1930365,munira islamabad,0
1930370,shahima islamabad,0
1930373,sammia islamabad,0
1930375,sehr islamabad,0
1930381,shireen islamabad,0
1930385,nazia gilgit baltistan,0
1930386,shazmeen azad kashmir,0
1930387,beenish azad kashmir,0
1930391,nawal punjab,0
1930398,kehkushan punjab,0
1930424,ameera punjab,0
1930431,sofina punjab,0
1930432,minazza punjab,0
1930436,norma punjab,0
1930445,sinthia punjab,0
1930461,munnaza punjab,0
1930480,aqsaa punjab,0
1930488,effit punjab,0
1930502,hirra punjab,0
1930511,mahlaqa punjab,0
1930524,nisha punjab,0
1930544,shafana punjab,0
1930551,sozeena punjab,0
1930552,sumila punjab,0
1930578,sardaran punjab,0
1930594,hussan punjab,0
1930595,kulsum punjab,0
1930598,naiza punjab,0
1930601,roshan punjab,0
1930611,anilah punjab,0
1930614,bimla punjab,0
1930623,"mrs, punjab",0
1930656,zaria punjab,0
1930659,fadia punjab,0
1930682,rashk punjab,0
1930691,tauheed punjab,0
1930711,mehtab sindh,0
1930716,satti sindh,0
1930720,zubida sindh,0
1930722,maharukh sindh,0
1930740,syedda sindh,0
1930744,pari sindh,0
1930747,anwar sindh,0
1930752,mehmooda sindh,0
1930754,mujeeb sindh,0
1930770,zait sindh,0
1930777,zertashia sindh,0
1930779,aliyasarwar sindh,0
1930809,saiyada sindh,0
1930821,tabussum sindh,0
1930831,aban sindh,0
1930836,fehmina sindh,0
1930843,mashaal sindh,0
1930855,samya sindh,0
1930856,schehrazade sindh,0
1930857,sugra sindh,0
1930869,muznah sindh,0
1930878,nazleen sindh,0
1930879,neeshay sindh,0
1930884,sultan sindh,0
1930888,rehmana sindh,0
1930894,malka sindh,0
1930900,hazoor sindh,0
1930907,mehvish sindh,0
1930911,sarsati sindh,0
1930916,hunain sindh,0
1930924,zobia balochistan,0
1930925,ishrat gilgit baltistan,0
1930926,rehana balochistan,0
1930932,firdous islamabad,0
1930933,rao islamabad,0
1930942,tehmina islamabad,0
1930944,zafaria islamabad,0
1930945,zareen islamabad,0
1930946,zubaria islamabad,0
1930948,raeesa kpk,0
1930953,zara kpk,0
1930956,roheena kpk,0
1930959,kausar kpk,0
1930960,miss kpk,0
1930962,zenab kpk,0
1930965,rohida punjab,0
1930978,cristena punjab,0
1930991,zubada punjab,0
1930994,rukhasana punjab,0
1931003,khadijah punjab,0
1931025,mehwisah punjab,0
1931033,bilquees punjab,0
1931038,mariaym punjab,0
1931039,marim punjab,0
1931047,nazakat punjab,0
1931063,gulshad punjab,0
1931065,masbah punjab,0
1931103,roufan punjab,0
1931106,shafa punjab,0
1931111,sher punjab,0
1931115,khoser punjab,0
1931116,mashkoot punjab,0
1931132,humeza punjab,0
1931135,manazza punjab,0
1931141,mariym punjab,0
1931146,almas kpk,0
1931153,majoob kpk,0
1931155,aeysha kpk,0
1931156,hareem kpk,0
1931161,zille kpk,0
1931188,rabiya punjab,0
1931191,akifa islamabad,0
1931193,chand islamabad,0
1931194,fozia islamabad,0
1931200,zarafshan islamabad,0
1931203,aroma punjab,0
1931205,maryem punjab,0
1931207,nidya punjab,0
1931210,aaima punjab,0
1931211,eisha punjab,0
1931221,babita sindh,0
1931222,daina sindh,0
1931227,hameed kpk,0
1931228,anna punjab,0
1931229,pashmina punjab,0
1931235,faatimah sindh,0
1931241,kabri punjab,0
1931251,zebeda punjab,0
1931266,khalid punjab,0
1931295,farukh punjab,0
1931299,haifa punjab,0
1931318,rohma punjab,0
1931348,azhara punjab,0
1931372,sayada punjab,0
1931382,tanvee punjab,0
1931389,malook punjab,0
1931399,tamcil punjab,0
1931401,adeeb punjab,0
1931448,raziah punjab,0
1931453,farreda punjab,0
1931472,wahaj punjab,0
1931479,mudasira punjab,0
1931483,najum punjab,0
1931487,diya punjab,0
1931519,savita sindh,0
1931520,koshalliya sindh,0
1931527,ateeba sindh,0
1931553,seerat sindh,0
1931556,shadmina sindh,0
1931559,shailina sindh,0
1931571,zeb sindh,0
1931588,maaria sindh,0
1931589,mehrunnissa sindh,0
1931604,rozy sindh,0
1931608,saniya sindh,0
1931616,munazza sindh,0
1931620,nailayounus sindh,0
1931625,naznen sindh,0
1931631,ashi sindh,0
1931637,ghania sindh,0
1931640,mishaal sindh,0
1931647,naina sindh,0
1931653,ratan sindh,0
1931655,sameen sindh,0
1931664,veronica sindh,0
1931668,zufashan sindh,0
1931670,kafeela sindh,0
1931675,sarfraz sindh,0
1931676,selviya sindh,0
1931677,vhali sindh,0
1931679,amalsajjad sindh,0
1931681,darakshanda sindh,0
1931692,um sindh,0
1931693,wafra sindh,0
1931710,om sindh,0
1931712,shrimati sindh,0
1931713,kundi sindh,0
1931714,nullrazia sindh,0
1931715,alham sindh,0
1931716,bushhra sindh,0
1931718,sarsuati sindh,0
1931735,shaguft balochistan,0
1931736,shahzia balochistan,0
1931738,aliya balochistan,0
1931739,nabeela balochistan,0
1931740,ruhmin balochistan,0
1931741,farah balochistan,0
1931742,mehar balochistan,0
1931743,moazma balochistan,0
1931747,farva islamabad,0
1931748,halim islamabad,0
1931752,dure kpk,0
1931753,anwar kpk,0
1931761,syed islamabad,0
1931766,rabiah kpk,0
1931767,rooh kpk,0
1931783,neelofer kpk,0
1931785,mahwish kpk,0
1931786,faiqa kpk,0
1931788,romeela kpk,0
1931812,bharawan punjab,0
1931828,palwsha punjab,0
1931859,norin punjab,0
1931867,tareeza punjab,0
1931881,ferkhanda punjab,0
1931890,robana punjab,0
1931893,rukhsina punjab,0
1931906,v punjab,0
1931913,sadar punjab,0
1931917,rubbina punjab,0
1931927,naseemakhtar punjab,0
1931930,munnza punjab,0
1931934,aamira punjab,0
1931944,hafza punjab,0
1931945,hakim punjab,0
1931957,siddra punjab,0
1931968,namra punjab,0
1931973,amreen punjab,0
1931986,khuban kpk,0
1931992,aysha kpk,0
1931994,nudrat kpk,0
1931997,mishal kpk,0
1932005,ajeeba punjab,0
1932014,mariam balochistan,0
1932018,khurshid islamabad,0
1932019,munawar islamabad,0
1932020,mussrat islamabad,0
1932024,shams islamabad,0
1932029,rishma punjab,0
1932041,naziraan punjab,0
1932046,akhter punjab,0
1932047,anida punjab,0
1932081,aroosh punjab,0
1932086,khulda punjab,0
1932119,asmeen punjab,0
1932131,kashafa punjab,0
1932132,kiram punjab,0
1932135,maheen punjab,0
1932148,puruesh punjab,0
1932156,sabeeka punjab,0
1932168,sanober punjab,0
1932171,sarayya punjab,0
1932172,sareena punjab,0
1932179,shehzil punjab,0
1932184,viqar punjab,0
1932234,eshrat punjab,0
1932239,mubshrah punjab,0
1932242,nargas punjab,0
1932252,salmatufail punjab,0
1932259,zerqa punjab,0
1932278,zohrah punjab,0
1932279,farah gilgit baltistan,0
1932293,sarmad punjab,0
1932317,sajjida punjab,0
1932318,siddiqah punjab,0
1932320,sharifa punjab,0
1932379,samrana punjab,0
1932394,sumyya punjab,0
1932398,umairah punjab,0
1932399,veena punjab,0
1932401,zarda punjab,0
1932402,zulaikha punjab,0
1932403,auj punjab,0
1932413,shazina sindh,0
1932422,farukh sindh,0
1932435,aiza sindh,0
1932442,kainat sindh,0
1932451,rufaida sindh,0
1932457,durrashawar sindh,0
1932460,heeba sindh,0
1932463,ifza sindh,0
1932464,jawaria sindh,0
1932469,mohammad sindh,0
1932470,muniza sindh,0
1932472,razeen sindh,0
1932476,sarosh sindh,0
1932482,ulfat sindh,0
1932485,najiha sindh,0
1932486,nayyer sindh,0
1932489,nuzra sindh,0
1932502,samrah sindh,0
1932504,sanjeeda sindh,0
1932506,sema sindh,0
1932516,asra sindh,0
1932519,hajiani sindh,0
1932522,mahima sindh,0
1932527,nirmala sindh,0
1932529,qureshia sindh,0
1932531,rozeena sindh,0
1932544,sophia sindh,0
1932570,tatheer sindh,0
1932574,zahran sindh,0
1932588,ferozeh sindh,0
1932590,habiba sindh,0
1932593,hoori sindh,0
1932604,nafeesa sindh,0
1932608,nayyar sindh,0
1932609,nazeeha sindh,0
1932610,newshah sindh,0
1932616,ruby sindh,0
1932627,tehsin sindh,0
1932628,zamurrad sindh,0
1932631,rabiyaarif sindh,0
1932633,rqkiya sindh,0
1932634,rubaba sindh,0
1932660,farina sindh,0
1932663,sarwet sindh,0
1932667,sonam sindh,0
1932672,kaz sindh,0
1932673,mahin sindh,0
1932674,tahir sindh,0
1932677,darakhshan sindh,0
1932696,busran sindh,0
1932699,naim sindh,0
1932705,jawairia sindh,0
1932708,serafin sindh,0
1932714,inayat sindh,0
1932717,shaher sindh,0
1932725,hin sindh,0
1932727,raishem sindh,0
1932730,hajran sindh,0
1932733,asia balochistan,0
1932737,nazneen balochistan,0
1932739,fareeda balochistan,0
1932742,lata sindh,0
1932749,rizwan sindh,0
1932751,ghausia islamabad,0
1932753,nurzia islamabad,0
1932754,seemab islamabad,0
1932756,anna islamabad,0
1932763,hamael islamabad,0
1932764,khalid islamabad,0
1932765,khushboo islamabad,0
1932766,kurrat islamabad,0
1932767,masooma islamabad,0
1932780,saman islamabad,0
1932782,seemee islamabad,0
1932787,sheraz islamabad,0
1932788,kal kpk,0
1932790,gohar kpk,0
1932791,kosar kpk,0
1932794,sabira kpk,0
1932806,maryyam kpk,0
1932809,shoulmeet kpk,0
1932812,pinki kpk,0
1932819,roheeda kpk,0
1932837,rooh punjab,0
1932853,ruqaya punjab,0
1932893,shimsahd punjab,0
1932894,tabia punjab,0
1932899,tayyeba punjab,0
1932914,shabrian punjab,0
1932957,faraj punjab,0
1932966,asghar punjab,0
1932988,farkhunda punjab,0
1933000,shabanam punjab,0
1933031,aaks kpk,0
1933034,iffat kpk,0
1933040,meher kpk,0
1933057,tayyaba balochistan,0
1933058,rani balochistan,0
1933063,najia islamabad,0
1933065,rakshanada islamabad,0
1933066,sehar islamabad,0
1933069,summera islamabad,0
1933070,sumra islamabad,0
1933073,tara islamabad,0
1933076,saleena gilgit baltistan,0
1933077,dr azad kashmir,0
1933078,uzma azad kashmir,0
1933098,rakshanda punjab,0
1933101,sshaista punjab,0
1933125,touseef punjab,0
1933127,gulzaib punjab,0
1933149,sumbalina punjab,0
1933154,alyia punjab,0
1933167,anab punjab,0
1933184,fiyyaz punjab,0
1933199,maryamsuheyl punjab,0
1933228,sanjeeda punjab,0
1933235,sheema punjab,0
1933240,sohaila punjab,0
1933248,zohaib punjab,0
1933264,uzmafarooq punjab,0
1933272,shahmeem punjab,0
1933284,sajidah punjab,0
1933286,abidajaved punjab,0
1933288,attika punjab,0
1933298,kausir punjab,0
1933323,unica punjab,0
1933333,hafeez punjab,0
1933347,hafira punjab,0
1933353,khazeena punjab,0
1933366,pareesae punjab,0
1933377,seemaba punjab,0
1933386,soobia punjab,0
1933408,tehmin punjab,0
1933415,taslim punjab,0
1933417,rahatperveen sindh,0
1933419,sadhna sindh,0
1933421,sanita sindh,0
1933434,shahzeena sindh,0
1933469,shahjehan sindh,0
1933475,zarena sindh,0
1933483,sahab sindh,0
1933484,saharish sindh,0
1933495,sidrah sindh,0
1933499,sumaiyyah sindh,0
1933502,tabish sindh,0
1933519,maida sindh,0
1933528,nigar sindh,0
1933551,tasawwur sindh,0
1933554,ummey sindh,0
1933565,aribah sindh,0
1933570,camilla sindh,0
1933576,hadia sindh,0
1933584,naqiba sindh,0
1933586,qamrunnisa sindh,0
1933589,rumana sindh,0
1933600,isabella sindh,0
1933607,tariq sindh,0
1933617,tasmia sindh,0
1933620,ummul sindh,0
1933622,amir sindh,0
1933624,sumrita sindh,0
1933629,hareem sindh,0
1933637,anisha sindh,0
1933646,huma balochistan,0
1933649,anbreen balochistan,0
1933650,noor balochistan,0
1933651,robia balochistan,0
1933656,firdaus islamabad,0
1933657,muhammad islamabad,0
1933658,rauqia islamabad,0
1933661,shafia islamabad,0
1933662,sirat islamabad,0
1933663,syma islamabad,0
1933670,ghulam kpk,0
1933673,aniqa kpk,0
1933674,qandeel kpk,0
1933675,saara kpk,0
1933679,taskeen kpk,0
1933682,surrayya kpk,0
1933685,mehraj kpk,0
1933686,diljeet kpk,0
1933688,shafaq kpk,0
1933689,begum kpk,0
1933692,aamna kpk,0
1933694,nimra kpk,0
1933696,anila kpk,0
1933700,hilal kpk,0
1933701,keh kpk,0
1933729,khalada punjab,0
1933772,afzal punjab,0
1933777,ferhana punjab,0
1933875,nosheela punjab,0
1933887,narmeen punjab,0
1933930,zahaira punjab,0
1933934,aslam kpk,0
1933936,niaz kpk,0
1933937,aneeta kpk,0
1933938,hajira kpk,0
1933948,halima kpk,0
1933950,amna kpk,0
1933954,mahjabeen kpk,0
1933956,nooreen kpk,0
1933957,izbella kpk,0
1933961,shanila kpk,0
1933964,sida kpk,0
1933966,tayaba kpk,0
1933967,ulfat kpk,0
1933987,taj punjab,0
1933988,tukasar punjab,0
1933991,alisha punjab,0
1934001,begum islamabad,0
1934003,fatimah islamabad,0
1934007,asia azad kashmir,0
1934015,qurrat islamabad,0
1934018,saiqa islamabad,0
1934019,saleema islamabad,0
1934021,sarwat islamabad,0
1934023,shamaila islamabad,0
1934026,talat islamabad,0
1934028,wahida islamabad,0
1934049,bakhtawar punjab,0
1934052,munir punjab,0
1934066,waseema punjab,0
1934068,amrina punjab,0
1934080,nigahat punjab,0
1934096,aseya punjab,0
1934097,asif punjab,0
1934102,durdana punjab,0
1934108,khalila punjab,0
1934111,maloke punjab,0
1934112,mayal punjab,0
1934122,ramla punjab,0
1934155,zeeshan punjab,0
1934166,sham punjab,0
1934179,nair punjab,0
1934201,saeed punjab,0
1934213,hajrah punjab,0
1934242,kholah punjab,0
1934243,obaida punjab,0
1934245,sahiba punjab,0
1934260,isam punjab,0
1934300,pireh sindh,0
1934323,mariyum sindh,0
1934326,najmunissa sindh,0
1934336,shehnela sindh,0
1934342,zaki sindh,0
1934352,sualeha sindh,0
1934365,zoya sindh,0
1934369,alifya sindh,0
1934380,majooba sindh,0
1934400,shehzad sindh,0
1934401,shshnaz sindh,0
1934403,uma sindh,0
1934409,talaat sindh,0
1934414,wafa sindh,0
1934419,alifiya sindh,0
1934420,alla sindh,0
1934430,isma sindh,0
1934431,jenoo sindh,0
1934447,sumeira sindh,0
1934454,zarmina sindh,0
1934470,saadiyeh sindh,0
1934484,jazba sindh,0
1934486,unaizah sindh,0
1934492,seemi sindh,0
1934505,zameeran sindh,0
1934510,sumeetra sindh,0
1934512,qurrat sindh,0
1934520,akal sindh,0
1934529,zakya sindh,0
1934530,princess balochistan,0
1934532,gohar balochistan,0
1934533,nelofer balochistan,0
1934535,rashida balochistan,0
1934536,tahira balochistan,0
1934537,tania balochistan,0
1934538,amber balochistan,0
1934539,amna balochistan,0
1934550,nosheeba islamabad,0
1934553,qamar islamabad,0
1934554,samiha islamabad,0
1934557,wazir islamabad,0
1934558,rabiya islamabad,0
1934562,saadat islamabad,0
1934568,shemaila islamabad,0
1934570,umm islamabad,0
1934572,zeba islamabad,0
1934574,kahkashan kpk,0
1934578,nazif kpk,0
1934579,rita kpk,0
1934582,farooq kpk,0
1934587,maj kpk,0
1934595,khatm kpk,0
1934601,qasima kpk,0
1934607,somaira kpk,0
1934622,mohsana punjab,0
1934628,offeara punjab,0
1934637,amana punjab,0
1934666,shamem punjab,0
1934704,hena punjab,0
1934712,ghilmana punjab,0
1934729,sheba punjab,0
1934738,zamtal punjab,0
1934742,halimah punjab,0
1934744,maee punjab,0
1934745,nazrana punjab,0
1934757,nazisha punjab,0
1934764,amreena punjab,0
1934765,aoziana punjab,0
1934789,rubi punjab,0
1934801,tabasam kpk,0
1934806,wajiha kpk,0
1934807,raheem kpk,0
1934810,hansi kpk,0
1934813,sajid kpk,0
1934840,shalha punjab,0
1934842,sabika sindh,0
1934845,sumaira balochistan,0
1934849,nagma islamabad,0
1934856,ajiya islamabad,0
1934877,shahnilla punjab,0
1934879,bakhat punjab,0
1934882,bulqees punjab,0
1934934,saroosh punjab,0
1934937,adilah punjab,0
1934944,arjmand punjab,0
1934963,mahh punjab,0
1934967,mohni punjab,0
1934980,rohilla punjab,0
1934982,rukkaya punjab,0
1935003,taila punjab,0
1935018,mahnur punjab,0
1935051,bilquis punjab,0
1935064,zikriya punjab,0
1935081,mahparah punjab,0
1935089,tabindaiqbalp punjab,0
1935099,monaza punjab,0
1935111,margrait punjab,0
1935117,gauhar punjab,0
1935123,sugheela punjab,0
1935129,mugheera punjab,0
1935138,naziakhan punjab,0
1935149,rukhushanda punjab,0
1935151,khushnoodha punjab,0
1935153,rahmet punjab,0
1935157,thaira punjab,0
1935162,haneefa sindh,0
1935174,marvi sindh,0
1935190,shemim sindh,0
1935192,maher sindh,0
1935203,mr sindh,0
1935216,shamima sindh,0
1935219,zubada sindh,0
1935222,ruqaiya sindh,0
1935244,tanweer sindh,0
1935255,azmeena sindh,0
1935259,habibey sindh,0
1935260,hadya sindh,0
1935262,hoor sindh,0
1935269,mrsasmanazghaus sindh,0
1935271,nabad sindh,0
1935274,nunny sindh,0
1935277,pervin sindh,0
1935278,qamrun sindh,0
1935297,wajhia sindh,0
1935298,zaineb sindh,0
1935305,celine sindh,0
1935317,javentee sindh,0
1935330,rohi sindh,0
1935347,muqadder sindh,0
1935349,salamat sindh,0
1935352,suria sindh,0
1935360,wahida sindh,0
1935366,bachchi sindh,0
1935368,jai sindh,0
1935373,jeeyan sindh,0
1935382,raniya gilgit baltistan,0
1935383,angela sindh,0
1935388,areesh sindh,0
1935391,elizabeth sindh,0
1935393,haneen sindh,0
1935396,munazza islamabad,0
1935397,naghma islamabad,0
1935398,nasia islamabad,0
1935399,nazish islamabad,0
1935402,abroo islamabad,0
1935403,amber islamabad,0
1935405,ambreenjibran islamabad,0
1935406,anila islamabad,0
1935407,asam islamabad,0
1935415,hummaira islamabad,0
1935418,misshinashakoorniazi islamabad,0
1935421,natashasabasajjad islamabad,0
1935428,shafqat kpk,0
1935429,nazima kpk,0
1935443,hadia kpk,0
1935445,husan kpk,0
1935447,aneesa kpk,0
1935454,bilqis kpk,0
1935455,fatma kpk,0
1935456,laila kpk,0
1935463,rubna kpk,0
1935469,tamjeed kpk,0
1935474,haneefan punjab,0
1935485,aleeza punjab,0
1935501,aiesha punjab,0
1935512,maher punjab,0
1935515,qurarul punjab,0
1935518,faozia punjab,0
1935586,ruqaia punjab,0
1935609,shahda punjab,0
1935619,aamarasharif punjab,0
1935626,sh punjab,0
1935644,resham punjab,0
1935657,mubarika punjab,0
1935664,amaria punjab,0
1935665,homera kpk,0
1935668,nayyab kpk,0
1935670,surraya kpk,0
1935671,tayyiba kpk,0
1935672,aman kpk,0
1935674,arabia kpk,0
1935675,farzia kpk,0
1935676,ashraf kpk,0
1935684,rubian punjab,0
1935702,sahib balochistan,0
1935704,sajida balochistan,0
1935707,rhazia islamabad,0
1935708,sarosh islamabad,0
1935711,maliha balochistan,0
1935748,amanat punjab,0
1935753,boby punjab,0
1935760,nughaz punjab,0
1935776,amt punjab,0
1935780,fardoos punjab,0
1935789,shabnem punjab,0
1935793,amatul punjab,0
1935799,deena punjab,0
1935828,neelo punjab,0
1935829,parven punjab,0
1935830,qudasia punjab,0
1935842,salama punjab,0
1935846,seem punjab,0
1935849,shaheda punjab,0
1935854,shiffa punjab,0
1935860,usba punjab,0
1935873,zubda punjab,0
1935897,abid punjab,0
1935917,meher punjab,0
1935923,nazro punjab,0
1935936,christina punjab,0
1935947,farmeen punjab,0
1935952,kinzamalik punjab,0
1935954,naheeda punjab,0
1935956,rakhshinda punjab,0
1935968,summiya punjab,0
1935979,yasrab punjab,0
1935980,arsalan punjab,0
1935985,marukh punjab,0
1935989,naushaba punjab,0
1935990,nilofar punjab,0
1935999,siddiqua punjab,0
1936012,rakhima punjab,0
1936030,shahzeen sindh,0
1936032,albeena sindh,0
1936043,sarwari sindh,0
1936071,waqar sindh,0
1936075,shoshma sindh,0
1936102,raziya sindh,0
1936115,mustajab sindh,0
1936117,qamarun sindh,0
1936118,rabeeya sindh,0
1936134,akhter sindh,0
1936135,akhtiar sindh,0
1936136,alvena sindh,0
1936141,asema sindh,0
1936145,badar sindh,0
1936169,saara sindh,0
1936170,sabha sindh,0
1936188,tahoora sindh,0
1936207,shane sindh,0
1936211,sumreena sindh,0
1936212,sumyyah sindh,0
1936218,taimoor sindh,0
1936224,arslah sindh,0
1936228,esna sindh,0
1936234,hinozia sindh,0
1936239,nabath sindh,0
1936242,najmun sindh,0
1936254,shakontilla sindh,0
1936255,shehzeen sindh,0
1936258,unaiza sindh,0
1936265,javeriah sindh,0
1936266,kashmir sindh,0
1936268,mariyam sindh,0
1936269,marvee sindh,0
1936272,aishia sindh,0
1936275,rukshana sindh,0
1936278,unber sindh,0
1936295,smia sindh,0
1936296,taiba sindh,0
1936299,reta sindh,0
1936302,misroze sindh,0
1936303,priyanka sindh,0
1936305,zaibunisa sindh,0
1936307,afshana sindh,0
1936308,karishma sindh,0
1936311,pewand sindh,0
1936318,visree sindh,0
1936324,beenishnasir balochistan,0
1936325,farha balochistan,0
1936326,kanwal balochistan,0
1936327,mashal balochistan,0
1936340,asima islamabad,0
1936341,dar islamabad,0
1936349,shirin islamabad,0
1936368,shaira kpk,0
1936378,talhat kpk,0
1936382,halmia kpk,0
1936383,shabina kpk,0
1936385,beenish kpk,0
1936391,latifa punjab,0
1936410,hammayl punjab,0
1936417,ramiza punjab,0
1936428,jayoria punjab,0
1936460,sarwary punjab,0
1936461,shafis punjab,0
1936467,zerghona punjab,0
1936475,sulma punjab,0
